id,date,primary_type,latitude,longitude,district_num,is_violent_crime,is_property_crime,crime_category,distance_from_center,hour,day_of_week,is_weekend,season,daily_crime_count,crimes_7day_avg
13010366,2023-03-14 08:45:00,ASSAULT,41.87872448,-87.67825046,12,True,False,Violent,2.49,8,1,False,Spring,638,638.57
12978321,2023-02-09 23:52:00,BATTERY,41.73611172,-87.58932864,4,True,False,Violent,10.03,23,3,False,Winter,616,661.0
12983355,2023-02-14 22:00:00,OTHER OFFENSE,41.74250091,-87.57678917,4,False,False,Other,9.76,22,1,False,Winter,688,674.0
12991517,2023-02-22 00:01:00,THEFT,41.89390757,-87.64070173,18,False,True,Property,1.23,0,2,False,Winter,555,640.29
12977698,2023-02-09 00:00:00,CRIMINAL DAMAGE,41.88574153,-87.6313445,1,False,True,Property,0.53,0,3,False,Winter,616,661.0
13012415,2023-03-16 14:21:00,BATTERY,41.96021124,-87.70821612,17,True,False,Violent,6.96,14,3,False,Spring,368,613.71
13002994,2023-03-06 22:00:00,MOTOR VEHICLE THEFT,41.96767272,-87.77587943,16,False,True,Property,9.73,22,0,False,Spring,656,665.29
12983378,2023-02-14 20:00:00,ROBBERY,41.88191366,-87.73673068,11,True,False,Violent,5.51,20,1,False,Winter,688,674.0
13004555,2023-02-26 13:00:00,DECEPTIVE PRACTICE,41.99871809,-87.68016298,24,False,False,Other,8.73,13,6,True,Winter,672,627.29
27351,2023-02-19 16:11:00,HOMICIDE,41.75264546,-87.56503795,4,True,False,Violent,9.29,16,6,True,Winter,731,666.14
13017200,2023-03-14 09:00:00,DECEPTIVE PRACTICE,41.77917619,-87.68943499,8,False,False,Other,7.49,9,1,False,Spring,638,638.57
12956237,2023-01-17 10:30:00,BATTERY,41.81886755,-87.60114184,2,True,False,Violent,4.35,10,1,False,Winter,743,727.29
12947602,2023-01-10 06:30:00,MOTOR VEHICLE THEFT,41.73072169,-87.5850715,4,False,True,Property,10.44,6,1,False,Winter,665,677.57
12954769,2023-01-16 05:22:00,CRIMINAL TRESPASS,41.85092614,-87.70644774,10,False,False,Other,4.37,5,0,False,Winter,683,716.14
12960494,2023-01-19 19:55:00,CRIMINAL DAMAGE,41.74946072,-87.66584227,6,False,True,Property,9.08,19,3,False,Winter,689,719.14
12970448,2023-01-31 15:00:00,THEFT,41.97410483,-87.65128149,20,False,True,Property,6.72,15,1,False,Winter,543,600.43
12964041,2023-01-26 00:30:00,THEFT,41.7939397,-87.62407035,2,False,True,Property,5.82,0,3,False,Winter,602,657.71
13003374,2023-02-19 03:00:00,BATTERY,41.90367396,-87.72389516,25,True,False,Violent,5.15,3,6,True,Winter,731,666.14
12947551,2023-01-10 04:10:00,CRIMINAL DAMAGE,41.76974304,-87.66759325,7,False,True,Property,7.74,4,1,False,Winter,665,677.57
13009452,2023-03-13 18:00:00,ROBBERY,41.81804233,-87.61167627,2,True,False,Violent,4.25,18,0,False,Spring,656,645.86
12994587,2023-02-26 15:42:00,WEAPONS VIOLATION,41.88225259,-87.72083417,11,False,False,Other,4.69,15,6,True,Winter,672,627.29
13096252,2023-03-14 15:00:00,MOTOR VEHICLE THEFT,41.81665671,-87.69813915,9,False,True,Property,5.51,15,1,False,Spring,638,638.57
12948098,2023-01-09 15:23:00,CRIMINAL DAMAGE,41.76599713,-87.66382344,7,False,True,Property,7.94,15,0,False,Winter,665,688.57
12995013,2023-02-27 05:00:00,ROBBERY,41.75606101,-87.60532691,6,True,False,Violent,8.53,5,0,False,Winter,637,627.43
12987455,2023-02-19 05:00:00,ASSAULT,41.78898704,-87.74147999,8,True,False,Violent,8.42,5,6,True,Winter,731,666.14
12991043,2023-02-22 19:25:00,NARCOTICS,41.70635414,-87.6355443,22,False,False,Drug,11.87,19,2,False,Winter,555,640.29
12984481,2023-02-14 12:00:00,STALKING,41.99582381,-87.80810979,16,False,False,Other,12.25,12,1,False,Winter,688,674.0
12977329,2023-02-09 02:42:00,MOTOR VEHICLE THEFT,41.92512924,-87.73291445,25,False,True,Property,6.22,2,3,False,Winter,616,661.0
13001636,2023-03-05 19:47:00,WEAPONS VIOLATION,41.75129148,-87.60490439,6,False,False,Other,8.86,19,6,True,Spring,658,662.57
12981215,2023-02-12 20:58:00,CRIMINAL DAMAGE,41.77473479,-87.70059129,8,False,True,Property,8.02,20,6,True,Winter,673,679.71
12993356,2023-02-20 12:00:00,OTHER OFFENSE,41.89925237,-87.62124956,18,False,False,Other,1.53,12,0,False,Winter,636,662.71
13007310,2023-03-11 18:20:00,BATTERY,41.79425721,-87.6208324,2,True,False,Violent,5.81,18,5,True,Spring,670,660.29
12967330,2023-01-29 14:55:00,BATTERY,41.75836178,-87.61772572,3,True,False,Violent,8.3,14,6,True,Winter,546,628.57
12995012,2023-02-27 04:10:00,BURGLARY,41.80252129,-87.58432841,2,False,True,Property,5.72,4,0,False,Winter,637,627.43
12942218,2023-01-04 09:00:00,THEFT,41.74746775,-87.69866772,8,False,True,Property,9.7,9,2,False,Winter,689,798.5
13001968,2023-02-28 04:45:00,DECEPTIVE PRACTICE,41.9665045,-87.66783574,19,False,False,Other,6.41,4,1,False,Winter,677,638.0
12951498,2023-01-04 19:13:00,DECEPTIVE PRACTICE,41.92685292,-87.70728144,14,False,False,Other,5.22,19,2,False,Winter,689,798.5
12990571,2023-02-22 11:55:00,DECEPTIVE PRACTICE,41.76918549,-87.62573242,7,False,False,Other,7.53,11,2,False,Winter,555,640.29
13000459,2023-02-28 11:00:00,THEFT,41.75533467,-87.69156814,8,False,True,Property,9.06,11,1,False,Winter,677,638.0
12964738,2023-01-26 07:15:00,BURGLARY,41.97075782,-87.69436727,20,False,True,Property,7.21,7,3,False,Winter,602,657.71
12998743,2023-02-24 20:30:00,THEFT,41.80249951,-87.58604145,2,False,True,Property,5.69,20,4,False,Winter,628,639.14
13002712,2023-03-06 16:40:00,ASSAULT,41.87695536,-87.73631047,11,True,False,Violent,5.48,16,0,False,Spring,656,665.29
12953890,2023-01-08 23:30:00,MOTOR VEHICLE THEFT,41.75671446,-87.67210398,6,False,True,Property,8.67,23,6,True,Winter,615,687.43
13035463,2023-03-14 19:30:00,OTHER OFFENSE,41.87877203,-87.73367173,11,False,False,Other,5.34,19,1,False,Spring,638,638.57
13007571,2023-03-10 23:28:00,BATTERY,41.87853198,-87.72559557,11,True,False,Violent,4.93,23,4,False,Spring,691,651.57
12985071,2023-02-15 12:30:00,DECEPTIVE PRACTICE,41.87815642,-87.62999545,1,False,False,Other,0.01,12,2,False,Winter,627,671.71
13004801,2023-03-08 22:50:00,CRIMINAL DAMAGE,41.69590816,-87.59582281,5,False,True,Property,12.71,22,2,False,Spring,645,649.0
12942735,2023-01-04 21:00:00,ASSAULT,41.687127,-87.62383159,5,True,False,Violent,13.2,21,2,False,Winter,689,798.5
12995152,2023-02-26 18:00:00,BATTERY,41.78932375,-87.68879808,8,True,False,Violent,6.85,18,6,True,Winter,672,627.29
12954660,2023-01-16 20:42:00,WEAPONS VIOLATION,41.93850415,-87.77187738,25,False,False,Other,8.41,20,0,False,Winter,683,716.14
12966276,2023-01-28 13:48:00,BATTERY,41.77769324,-87.70310659,8,True,False,Violent,7.9,13,5,True,Winter,655,643.57
12955663,2023-01-17 17:40:00,BURGLARY,41.79531722,-87.78556082,8,False,True,Property,9.85,17,1,False,Winter,743,727.29
13005412,2023-03-09 06:50:00,THEFT,41.94345324,-87.69393056,19,False,True,Property,5.59,6,3,False,Spring,613,651.57
13012054,2023-03-16 11:38:00,BATTERY,41.693954,-87.62235422,5,True,False,Violent,12.73,11,3,False,Spring,368,613.71
12942362,2023-01-04 20:00:00,THEFT,41.88622357,-87.6470793,12,False,True,Property,1.05,20,2,False,Winter,689,798.5
12974951,2023-02-06 11:33:00,THEFT,41.89634302,-87.62427907,18,False,True,Property,1.29,11,0,False,Winter,695,655.43
12952475,2023-01-12 14:59:00,THEFT,41.88936929,-87.63402252,18,False,True,Property,0.81,14,3,False,Winter,676,690.14
12965346,2023-01-26 19:00:00,MOTOR VEHICLE THEFT,41.75286253,-87.56262025,4,False,True,Property,9.32,19,3,False,Winter,602,657.71
12959778,2023-01-21 18:00:00,MOTOR VEHICLE THEFT,41.76725194,-87.57266418,3,False,True,Property,8.2,18,5,True,Winter,722,710.86
12964650,2023-01-26 17:00:00,MOTOR VEHICLE THEFT,41.87186481,-87.65200234,12,False,True,Property,1.22,17,3,False,Winter,602,657.71
13006619,2023-03-10 21:00:00,CRIMINAL DAMAGE,41.84914266,-87.63288626,9,False,True,Property,2.01,21,4,False,Spring,691,651.57
12990495,2023-02-22 02:15:00,MOTOR VEHICLE THEFT,41.74407956,-87.71751744,8,False,True,Property,10.3,2,2,False,Winter,555,640.29
12940241,2023-01-02 17:24:00,ASSAULT,41.75632075,-87.5626815,4,True,False,Violent,9.1,17,0,False,Winter,657,881.5
12940232,2023-01-02 15:20:00,ASSAULT,41.79518134,-87.66218492,9,True,False,Violent,5.97,15,0,False,Winter,657,881.5
12979713,2023-02-10 09:00:00,DECEPTIVE PRACTICE,41.77895413,-87.70433712,8,False,False,Other,7.85,9,4,False,Winter,716,671.43
12953470,2023-01-12 08:00:00,DECEPTIVE PRACTICE,41.99933034,-87.70279324,24,False,False,Other,9.18,8,3,False,Winter,676,690.14
12995663,2023-02-24 07:00:00,THEFT,41.74730496,-87.55523679,4,False,True,Property,9.82,7,4,False,Winter,628,639.14
12982268,2023-02-13 16:03:00,CRIMINAL DAMAGE,41.6852738,-87.62682467,5,False,True,Property,13.32,16,0,False,Winter,660,674.71
12952093,2023-01-13 18:42:00,OTHER OFFENSE,41.93239812,-87.75037649,25,False,False,Other,7.25,18,4,False,Winter,703,685.71
12997683,2023-02-27 09:30:00,BATTERY,41.87851302,-87.76642478,15,True,False,Violent,7.03,9,0,False,Winter,637,627.43
12945785,2023-01-08 08:10:00,CRIMINAL DAMAGE,41.74984017,-87.57195361,4,False,True,Property,9.35,8,6,True,Winter,615,687.43
12962192,2023-01-24 08:45:00,ASSAULT,41.68630762,-87.63252093,22,True,False,Violent,13.25,8,1,False,Winter,638,679.86
12959499,2023-01-13 06:30:00,DECEPTIVE PRACTICE,41.95281,-87.64854918,19,False,False,Other,5.25,6,4,False,Winter,703,685.71
12980703,2023-02-10 12:00:00,THEFT,41.79309287,-87.7357215,8,False,True,Property,8.01,12,4,False,Winter,716,671.43
12959833,2023-01-22 01:03:00,BATTERY,41.9324142,-87.66754342,19,True,False,Violent,4.23,1,6,True,Winter,651,694.71
12993265,2023-02-25 08:30:00,CRIMINAL DAMAGE,41.83469081,-87.61370565,2,False,True,Property,3.11,8,5,True,Winter,646,635.71
12958430,2023-01-20 13:50:00,ASSAULT,41.80234101,-87.59890937,2,True,False,Violent,5.47,13,4,False,Winter,685,716.57
13002488,2023-03-06 16:00:00,OTHER OFFENSE,41.78592668,-87.65223466,7,False,False,Other,6.47,16,0,False,Spring,656,665.29
13004443,2023-03-08 12:25:00,ASSAULT,41.75536643,-87.5656542,4,True,False,Violent,9.1,12,2,False,Spring,645,649.0
13062161,2023-02-09 10:00:00,NARCOTICS,41.97629041,-87.90522722,16,False,False,Drug,15.7,10,3,False,Winter,616,661.0
12942740,2023-01-05 06:40:00,ASSAULT,41.96933614,-87.76201285,16,True,False,Violent,9.27,6,3,False,Winter,659,770.6
13008930,2023-03-13 12:35:00,BATTERY,41.90991461,-87.72394235,25,True,False,Violent,5.32,12,0,False,Spring,656,645.86
12955767,2023-01-17 22:43:00,NARCOTICS,41.76278323,-87.68871922,8,False,False,Drug,8.53,22,1,False,Winter,743,727.29
12952398,2023-01-12 19:00:00,THEFT,41.88984259,-87.66985138,12,False,True,Property,2.21,19,3,False,Winter,676,690.14
12961516,2023-01-01 00:00:00,DECEPTIVE PRACTICE,41.73360239,-87.61768187,6,False,False,Other,10.0,0,6,True,Winter,1106,1106.0
12970859,2023-01-31 18:00:00,CRIMINAL DAMAGE,41.70807788,-87.64286487,22,False,True,Property,11.77,18,1,False,Winter,543,600.43
12984925,2023-02-16 17:11:00,BATTERY,41.80055611,-87.65868501,9,True,False,Violent,5.56,17,3,False,Winter,607,670.43
13004898,2023-03-09 00:52:00,BATTERY,41.74354165,-87.56489366,4,True,False,Violent,9.88,0,3,False,Spring,613,651.57
12964479,2023-01-26 16:43:00,NARCOTICS,41.86800498,-87.72403214,11,False,False,Drug,4.9,16,3,False,Winter,602,657.71
13004397,2023-03-08 13:00:00,ASSAULT,41.73541857,-87.6014749,6,True,False,Violent,9.97,13,2,False,Spring,645,649.0
13011591,2023-03-15 18:30:00,THEFT,41.93722767,-87.64430547,19,False,True,Property,4.15,18,2,False,Spring,716,648.71
13044219,2023-01-01 12:00:00,OFFENSE INVOLVING CHILDREN,41.90282155,-87.77538963,25,False,False,Other,7.68,12,6,True,Winter,1106,1106.0
12955092,2023-01-16 10:30:00,MOTOR VEHICLE THEFT,41.71443079,-87.56459955,4,False,True,Property,11.8,10,0,False,Winter,683,716.14
12984463,2023-02-16 07:45:00,MOTOR VEHICLE THEFT,41.8202541,-87.60038864,2,False,True,Property,4.27,7,3,False,Winter,607,670.43
12949309,2023-01-11 14:00:00,THEFT,42.01225315,-87.69148305,24,False,True,Property,9.8,14,2,False,Winter,760,687.71
13006493,2023-03-10 16:07:00,PUBLIC PEACE VIOLATION,41.73709431,-87.57299818,4,False,False,Other,10.17,16,4,False,Spring,691,651.57
12995674,2023-02-27 15:22:00,BATTERY,41.77741781,-87.68517043,8,True,False,Violent,7.52,15,0,False,Winter,637,627.43
12975671,2023-02-07 13:45:00,THEFT,41.93956685,-87.72462309,17,False,True,Property,6.47,13,1,False,Winter,693,676.86
12964237,2023-01-26 12:25:00,THEFT,41.86854191,-87.63923536,1,False,True,Property,0.82,12,3,False,Winter,602,657.71
13007600,2023-03-11 23:17:00,BATTERY,41.90392745,-87.62952901,18,True,False,Violent,1.78,23,5,True,Spring,670,660.29
12992766,2023-02-24 18:08:00,ASSAULT,41.75094076,-87.62518522,6,True,False,Violent,8.79,18,4,False,Winter,628,639.14
12958650,2023-01-04 14:05:00,THEFT,41.99327067,-87.65691114,24,False,True,Property,8.08,14,2,False,Winter,689,798.5
12993302,2023-02-25 09:40:00,CRIMINAL DAMAGE,42.00560476,-87.681877,24,False,True,Property,9.21,9,5,True,Winter,646,635.71
13008208,2023-03-09 12:00:00,DECEPTIVE PRACTICE,41.94800523,-87.79608866,16,False,False,Other,9.82,12,3,False,Spring,613,651.57
12986991,2023-01-26 09:40:00,DECEPTIVE PRACTICE,41.85475125,-87.6514719,12,False,False,Other,1.96,9,3,False,Winter,602,657.71
12986136,2023-02-17 19:50:00,BATTERY,41.89703903,-87.686875,12,True,False,Violent,3.21,19,4,False,Winter,680,665.29
12956798,2023-01-18 21:00:00,BATTERY,41.76148464,-87.55806373,3,True,False,Violent,8.86,21,2,False,Winter,690,717.29
12941774,2023-01-04 10:20:00,THEFT,41.78313137,-87.66268825,7,False,True,Property,6.78,10,2,False,Winter,689,798.5
12995429,2023-02-27 00:00:00,CRIMINAL DAMAGE,41.93886932,-87.723494,25,False,True,Property,6.39,0,0,False,Winter,637,627.43
12995526,2023-02-27 17:04:00,ASSAULT,41.86999294,-87.71144199,11,True,False,Violent,4.24,17,0,False,Winter,637,627.43
12991716,2023-02-22 00:00:00,MOTOR VEHICLE THEFT,41.84789853,-87.72520659,10,False,True,Property,5.33,0,2,False,Winter,555,640.29
12981500,2023-02-06 14:00:00,DECEPTIVE PRACTICE,41.89655533,-87.77346807,15,False,False,Other,7.5,14,0,False,Winter,695,655.43
12953812,2023-01-16 07:55:00,CRIMINAL TRESPASS,41.97676298,-87.90098372,16,False,False,Other,15.52,7,0,False,Winter,683,716.14
13160995,2023-01-01 15:25:00,DECEPTIVE PRACTICE,41.97362695,-87.66098404,20,False,False,Other,6.79,15,6,True,Winter,1106,1106.0
12952464,2023-01-13 23:30:00,THEFT,41.94624188,-87.65574333,19,False,True,Property,4.89,23,4,False,Winter,703,685.71
12997846,2023-03-01 05:30:00,CRIMINAL DAMAGE,41.97262526,-87.734322,17,False,True,Property,8.46,5,2,False,Spring,771,668.86
12992884,2023-02-24 18:36:00,ASSAULT,41.97676298,-87.90098372,16,True,False,Violent,15.52,18,4,False,Winter,628,639.14
12947399,2023-01-09 20:50:00,THEFT,41.89876792,-87.62411633,18,False,True,Property,1.46,20,0,False,Winter,665,688.57
13013731,2023-03-15 03:56:00,BATTERY,41.7799602,-87.63209978,7,True,False,Violent,6.78,3,2,False,Spring,716,648.71
12979641,2023-02-11 04:00:00,BATTERY,41.91905027,-87.76739623,25,True,False,Violent,7.62,4,5,True,Winter,722,674.86
12945581,2023-01-08 04:07:00,BATTERY,41.87245973,-87.73357286,11,True,False,Violent,5.35,4,6,True,Winter,615,687.43
12954350,2023-01-16 10:00:00,MOTOR VEHICLE THEFT,41.8122138,-87.70413655,8,False,True,Property,5.95,10,0,False,Winter,683,716.14
12989849,2023-02-21 15:00:00,THEFT,42.00711743,-87.67000658,24,False,True,Property,9.15,15,1,False,Winter,603,650.57
12944908,2023-01-07 10:40:00,THEFT,41.7225474,-87.56896447,4,False,True,Property,11.2,10,5,True,Winter,716,757.57
12953780,2023-01-16 06:10:00,BATTERY,41.83987735,-87.64548661,9,True,False,Violent,2.76,6,0,False,Winter,683,716.14
12957572,2023-01-19 17:25:00,ARSON,41.90879338,-87.74361119,25,False,True,Property,6.23,17,3,False,Winter,689,719.14
12952427,2023-01-07 12:40:00,MOTOR VEHICLE THEFT,41.80328321,-87.65437253,9,False,True,Property,5.32,12,5,True,Winter,716,757.57
12966183,2023-01-25 10:05:00,THEFT,41.77299539,-87.61393378,3,False,True,Property,7.31,10,2,False,Winter,622,670.14
12959278,2023-01-21 04:20:00,THEFT,41.97848947,-87.71361284,17,False,True,Property,8.17,4,5,True,Winter,722,710.86
13011409,2023-03-15 12:29:00,ASSAULT,41.74868735,-87.61364822,6,True,False,Violent,8.98,12,2,False,Spring,716,648.71
13020358,2023-03-11 13:00:00,MOTOR VEHICLE THEFT,41.73571455,-87.66869587,6,False,True,Property,10.04,13,5,True,Spring,670,660.29
12976208,2023-02-07 00:00:00,ROBBERY,41.75842534,-87.61427978,6,True,False,Violent,8.31,0,1,False,Winter,693,676.86
12954160,2023-01-10 09:00:00,MOTOR VEHICLE THEFT,41.78182226,-87.6010978,3,False,True,Property,6.81,9,1,False,Winter,665,677.57
12978266,2023-02-10 00:26:00,WEAPONS VIOLATION,41.75281274,-87.56625268,4,False,False,Other,9.25,0,4,False,Winter,716,671.43
13039639,2023-02-01 02:30:00,ASSAULT,41.93197956,-87.71139883,14,True,False,Violent,5.61,2,2,False,Winter,722,614.71
12971654,2023-01-20 11:00:00,DECEPTIVE PRACTICE,41.92101387,-87.71093579,14,False,False,Other,5.12,11,4,False,Winter,685,716.57
12998421,2023-03-02 13:07:00,ASSAULT,41.88237994,-87.6658818,12,True,False,Violent,1.88,13,3,False,Spring,595,660.86
13056782,2023-01-04 12:00:00,DECEPTIVE PRACTICE,41.72575083,-87.601548,4,False,False,Other,10.63,12,2,False,Winter,689,798.5
12985219,2023-02-16 03:59:00,CRIMINAL DAMAGE,41.77276461,-87.69566894,8,False,True,Property,8.03,3,3,False,Winter,607,670.43
12946408,2023-01-08 23:15:00,WEAPONS VIOLATION,41.74625997,-87.66333229,6,False,False,Other,9.27,23,6,True,Winter,615,687.43
12983778,2023-02-12 20:00:00,BATTERY,41.9939594,-87.70119455,24,True,False,Violent,8.81,20,6,True,Winter,673,679.71
13005575,2023-03-04 02:50:00,THEFT,41.91847234,-87.67399344,14,False,True,Property,3.6,2,5,True,Spring,609,664.57
12969256,2023-01-28 22:40:00,OTHER OFFENSE,41.90939785,-87.76387385,25,False,False,Other,7.23,22,5,True,Winter,655,643.57
12950842,2023-01-10 04:00:00,THEFT,41.71158757,-87.63464167,22,False,True,Property,11.51,4,1,False,Winter,665,677.57
27371,2023-03-05 13:34:00,HOMICIDE,41.76509087,-87.61685553,3,True,False,Violent,7.84,13,6,True,Spring,658,662.57
13003872,2023-03-08 02:50:00,ASSAULT,41.73655882,-87.67280906,6,True,False,Violent,10.03,2,2,False,Spring,645,649.0
12986670,2023-02-18 12:27:00,BATTERY,41.68616218,-87.63976038,22,True,False,Violent,13.27,12,5,True,Winter,670,657.86
12971928,2023-02-03 13:50:00,ASSAULT,41.73928511,-87.6255368,6,True,False,Violent,9.59,13,4,False,Winter,643,619.86
13013028,2023-03-13 19:30:00,ROBBERY,41.92510186,-87.67199231,19,True,False,Violent,3.91,19,0,False,Spring,656,645.86
13011414,2023-03-15 19:43:00,ASSAULT,41.7679824,-87.66026174,7,True,False,Violent,7.77,19,2,False,Spring,716,648.71
12995629,2023-02-27 17:55:00,OTHER OFFENSE,41.92901342,-87.72323142,25,False,False,Other,5.96,17,0,False,Winter,637,627.43
12975982,2023-02-07 11:55:00,MOTOR VEHICLE THEFT,41.73627756,-87.61451956,6,False,True,Property,9.83,11,1,False,Winter,693,676.86
12952632,2023-01-14 19:02:00,BATTERY,41.75958044,-87.65484807,7,True,False,Violent,8.29,19,5,True,Winter,762,692.29
13001368,2023-03-05 03:00:00,ASSAULT,41.92057842,-87.78657422,25,True,False,Violent,8.58,3,6,True,Spring,658,662.57
12940577,2023-01-03 05:00:00,BURGLARY,41.72742514,-87.61113437,6,False,True,Property,10.46,5,1,False,Winter,742,835.0
13000827,2023-03-04 20:38:00,ROBBERY,41.73020509,-87.60851312,6,True,False,Violent,10.28,20,5,True,Spring,609,664.57
12986994,2023-02-18 05:00:00,THEFT,41.8473054,-87.7087733,10,False,True,Property,4.59,5,5,True,Winter,670,657.86
12942323,2023-01-04 14:30:00,BATTERY,41.90217663,-87.76254214,15,True,False,Violent,7.03,14,2,False,Winter,689,798.5
12988364,2023-02-20 07:22:00,ROBBERY,41.75170844,-87.56814585,4,True,False,Violent,9.29,7,0,False,Winter,636,662.71
12970091,2023-01-27 16:00:00,THEFT,41.98817909,-87.6553282,20,False,True,Property,7.72,16,4,False,Winter,653,653.14
12997434,2023-03-01 11:46:00,CRIMINAL TRESPASS,42.00053769,-87.66071553,24,False,False,Other,8.61,11,2,False,Spring,771,668.86
12956672,2023-01-18 00:00:00,CRIMINAL DAMAGE,41.92001277,-87.71816568,25,False,True,Property,5.39,0,2,False,Winter,690,717.29
12997598,2023-03-01 15:51:00,CRIMINAL TRESPASS,41.88347549,-87.62787697,1,False,False,Other,0.38,15,2,False,Spring,771,668.86
27312,2023-01-22 19:27:00,HOMICIDE,41.89454876,-87.70896702,11,True,False,Violent,4.23,19,6,True,Winter,651,694.71
12954812,2023-01-17 06:30:00,MOTOR VEHICLE THEFT,41.92338566,-87.7438443,25,False,True,Property,6.65,6,1,False,Winter,743,727.29
13053350,2023-02-09 10:20:00,NARCOTICS,41.97629041,-87.90522722,16,False,False,Drug,15.7,10,3,False,Winter,616,661.0
12965085,2023-01-22 14:47:00,CRIMINAL DAMAGE,41.6880623,-87.62241544,5,False,True,Property,13.14,14,6,True,Winter,651,694.71
13005325,2023-02-16 09:00:00,BATTERY,41.91754991,-87.75925267,25,True,False,Violent,7.19,9,3,False,Winter,607,670.43
12969040,2023-01-06 00:00:00,DECEPTIVE PRACTICE,41.98655531,-87.77865362,16,False,False,Other,10.71,0,4,False,Winter,734,764.5
12947569,2023-01-09 18:00:00,CRIMINAL DAMAGE,41.78309302,-87.72532802,8,False,True,Property,8.2,18,0,False,Winter,665,688.57
12988176,2023-02-20 01:20:00,WEAPONS VIOLATION,41.75897082,-87.62477808,3,False,False,Other,8.24,1,0,False,Winter,636,662.71
12987681,2023-02-14 00:01:00,STALKING,41.91623799,-87.74942133,25,False,False,Other,6.69,0,1,False,Winter,688,674.0
13193467,2023-02-27 20:00:00,BATTERY,41.932495,-87.73559435,25,True,False,Violent,6.61,20,0,False,Winter,637,627.43
13006320,2023-03-10 15:05:00,BATTERY,41.91950953,-87.75601637,25,True,False,Violent,7.09,15,4,False,Spring,691,651.57
12987497,2023-02-19 08:00:00,ASSAULT,41.65406303,-87.61629066,5,True,False,Violent,15.5,8,6,True,Winter,731,666.14
13020092,2023-03-10 18:30:00,ASSAULT,41.88090842,-87.71173642,11,True,False,Violent,4.22,18,4,False,Spring,691,651.57
12963993,2023-01-26 03:30:00,CRIMINAL DAMAGE,42.00843749,-87.67383423,24,False,True,Property,9.29,3,3,False,Winter,602,657.71
13001063,2023-03-02 12:11:00,OTHER OFFENSE,41.78143391,-87.60432869,3,False,False,Other,6.81,12,3,False,Spring,595,660.86
12964088,2023-01-26 09:54:00,BATTERY,41.87674503,-87.74823142,15,True,False,Violent,6.09,9,3,False,Winter,602,657.71
12977350,2023-02-08 21:00:00,MOTOR VEHICLE THEFT,41.85046303,-87.63475109,9,False,True,Property,1.93,21,2,False,Winter,643,665.57
12973076,2023-02-04 20:06:00,ROBBERY,41.72204345,-87.56994115,4,True,False,Violent,11.22,20,5,True,Winter,698,626.0
13007197,2023-03-09 17:00:00,CRIMINAL DAMAGE,41.92187224,-87.71591373,14,False,True,Property,5.36,17,3,False,Spring,613,651.57
13000008,2023-03-03 23:30:00,OTHER OFFENSE,41.9488185,-87.75071214,16,False,False,Other,7.91,23,4,False,Spring,691,669.86
12963525,2023-01-25 12:00:00,BURGLARY,41.98289839,-87.78459223,16,False,True,Property,10.76,12,2,False,Winter,622,670.14
12976329,2023-02-07 20:40:00,MOTOR VEHICLE THEFT,41.76936555,-87.72007265,8,False,True,Property,8.83,20,1,False,Winter,693,676.86
12985514,2023-02-17 09:30:00,ASSAULT,41.75161389,-87.61251244,6,True,False,Violent,8.79,9,4,False,Winter,680,665.29
